	char_costume	char_popular	character	costume	parameter	rank
3169	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3170	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3171	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3172	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3173	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3174	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3175	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3176	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3177	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3178	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3179	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3180	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3181	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3182	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3183	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3184	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3185	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3186	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3187	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3188	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3189	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3190	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3191	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3192	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3193	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3194	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3195	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3196	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3197	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3198	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3199	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3200	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3201	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3202	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3203	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3204	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3205	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3206	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3207	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3208	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3209	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3210	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3211	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3212	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3213	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3214	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3215	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3216	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3217	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3218	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3219	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3220	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3221	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3222	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3223	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3224	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3225	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3226	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3227	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3228	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3229	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3230	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3231	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3232	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3233	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3234	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3235	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3236	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3237	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3238	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3239	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3240	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3241	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3242	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3243	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3244	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3245	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3246	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3247	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3248	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3249	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3250	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3251	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3252	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3253	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3254	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3255	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3256	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3257	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3258	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3259	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3260	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3261	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3262	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3263	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3264	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3265	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3266	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3267	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3268	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3269	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3270	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3271	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3272	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3273	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3274	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3275	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3276	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3277	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3278	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3279	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3280	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3281	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3282	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3283	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3284	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3285	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3286	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3287	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3288	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3289	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3290	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3291	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3292	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3293	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3294	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3295	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3296	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3297	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3298	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3299	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3300	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3301	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3302	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3303	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3304	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3305	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3306	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3307	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3308	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3309	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3310	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3311	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3312	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3313	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3314	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3315	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3316	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3317	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3318	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3319	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3320	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3321	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3322	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3323	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3324	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3325	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3326	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3327	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3328	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3329	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3330	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3331	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3332	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3333	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3334	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3335	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3336	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3337	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3338	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3339	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3340	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3341	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3342	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3343	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3344	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3345	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3346	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3347	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3348	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3349	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3350	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3351	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3352	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3353	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3354	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3355	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3356	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3357	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3358	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3359	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3360	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3361	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3362	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3363	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3364	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3365	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3366	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3367	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3368	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3369	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3370	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3371	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3372	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3373	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3374	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3375	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3376	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3377	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3378	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3379	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3380	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3381	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3382	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3383	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3384	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3385	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3386	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3387	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3388	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3389	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3390	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3391	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3392	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3393	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3394	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3395	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3396	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3397	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3398	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3399	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3400	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3401	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3402	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3403	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3404	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3405	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3406	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3407	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3408	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3409	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3410	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3411	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3412	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3413	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3414	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3415	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3416	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3417	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3418	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3419	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3420	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3421	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3422	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3423	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3424	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3425	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3426	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3427	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3428	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3429	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3430	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3431	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3432	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3433	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3434	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3435	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
3436	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	depicted	3
3437	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	speech	3
3438	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	thought	3
3439	Nightcrawler (costumed)   	Nightcrawler	Nightcrawler = Kurt Wagner	costumed	narrative	3
