	Country	Date
R25809	GTM	3/4/21
R25810	GTM	3/5/21
R25811	GTM	3/6/21
R25812	GGY	1/24/21
R25813	GGY	1/25/21
R25814	GGY	1/26/21
R25815	GGY	1/27/21
R25816	GGY	1/28/21
R25817	GGY	1/29/21
R25818	GGY	1/30/21
R25819	GGY	1/31/21
R25820	GGY	2/1/21
R25821	GGY	2/2/21
R25822	GGY	2/3/21
R25823	GGY	2/4/21
R25824	GGY	2/5/21
R25825	GGY	2/6/21
R25826	GGY	2/7/21
R25827	GGY	2/8/21
R25828	GGY	2/9/21
R25829	GGY	2/10/21
R25830	GGY	2/11/21
R25831	GGY	2/12/21
R25832	GGY	2/13/21
R25833	GGY	2/14/21
R25834	GGY	2/15/21
R25835	GGY	2/16/21
R25836	GGY	2/17/21
R25837	GGY	2/18/21
R25838	GGY	2/19/21
R25839	GGY	2/20/21
R25840	GGY	2/21/21
R25841	GGY	2/22/21
R25842	GGY	2/23/21
R25843	GGY	2/24/21
R25844	GGY	2/25/21
R25845	GGY	2/26/21
R25846	GGY	2/27/21
R25847	GGY	2/28/21
R25848	GGY	3/1/21
R25849	GGY	3/2/21
R25850	GIN	3/13/20
R25851	GIN	3/14/20
R25852	GIN	3/15/20
R25853	GIN	3/16/20
R25854	GIN	3/17/20
R25855	GIN	3/18/20
R25856	GIN	3/19/20
R25857	GIN	3/20/20
R25858	GIN	3/21/20
R25859	GIN	3/22/20
R25860	GIN	3/23/20
R25861	GIN	3/24/20
R25862	GIN	3/25/20
R25863	GIN	3/26/20
R25864	GIN	3/27/20
R25865	GIN	3/28/20
R25866	GIN	3/29/20
R25867	GIN	3/30/20
R25868	GIN	3/31/20
R25869	GIN	4/1/20
R25870	GIN	4/2/20
R25871	GIN	4/3/20
R25872	GIN	4/4/20
R25873	GIN	4/5/20
R25874	GIN	4/6/20
R25875	GIN	4/7/20
R25876	GIN	4/8/20
R25877	GIN	4/9/20
R25878	GIN	4/10/20
R25879	GIN	4/11/20
R25880	GIN	4/12/20
R25881	GIN	4/13/20
R25882	GIN	4/14/20
R25883	GIN	4/15/20
R25884	GIN	4/16/20
R25885	GIN	4/17/20
R25886	GIN	4/18/20
R25887	GIN	4/19/20
R25888	GIN	4/20/20
R25889	GIN	4/21/20
R25890	GIN	4/22/20
R25891	GIN	4/23/20
R25892	GIN	4/24/20
R25893	GIN	4/25/20
R25894	GIN	4/26/20
R25895	GIN	4/27/20
R25896	GIN	4/28/20
R25897	GIN	4/29/20
R25898	GIN	4/30/20
R25899	GIN	5/1/20
R25900	GIN	5/2/20
R25901	GIN	5/3/20
R25902	GIN	5/4/20
R25903	GIN	5/5/20
R25904	GIN	5/6/20
R25905	GIN	5/7/20
R25906	GIN	5/8/20
R25907	GIN	5/9/20
R25908	GIN	5/10/20
R25909	GIN	5/11/20
R25910	GIN	5/12/20
R25911	GIN	5/13/20
R25912	GIN	5/14/20
R25913	GIN	5/15/20
R25914	GIN	5/16/20
R25915	GIN	5/17/20
R25916	GIN	5/18/20
R25917	GIN	5/19/20
R25918	GIN	5/20/20
R25919	GIN	5/21/20
R25920	GIN	5/22/20
R25921	GIN	5/23/20
R25922	GIN	5/24/20
R25923	GIN	5/25/20
R25924	GIN	5/26/20
R25925	GIN	5/27/20
R25926	GIN	5/28/20
R25927	GIN	5/29/20
R25928	GIN	5/30/20
R25929	GIN	5/31/20
R25930	GIN	6/1/20
R25931	GIN	6/2/20
R25932	GIN	6/3/20
R25933	GIN	6/4/20
R25934	GIN	6/5/20
R25935	GIN	6/6/20
R25936	GIN	6/7/20
R25937	GIN	6/8/20
R25938	GIN	6/9/20
R25939	GIN	6/10/20
R25940	GIN	6/11/20
R25941	GIN	6/12/20
R25942	GIN	6/13/20
R25943	GIN	6/14/20
R25944	GIN	6/15/20
R25945	GIN	6/16/20
R25946	GIN	6/17/20
R25947	GIN	6/18/20
R25948	GIN	6/19/20
R25949	GIN	6/20/20
R25950	GIN	6/21/20
R25951	GIN	6/22/20
R25952	GIN	6/23/20
R25953	GIN	6/24/20
R25954	GIN	6/25/20
R25955	GIN	6/26/20
R25956	GIN	6/27/20
R25957	GIN	6/28/20
R25958	GIN	6/29/20
R25959	GIN	6/30/20
R25960	GIN	7/1/20
R25961	GIN	7/2/20
R25962	GIN	7/3/20
R25963	GIN	7/4/20
R25964	GIN	7/5/20
R25965	GIN	7/6/20
R25966	GIN	7/7/20
R25967	GIN	7/8/20
R25968	GIN	7/9/20
R25969	GIN	7/10/20
R25970	GIN	7/11/20
R25971	GIN	7/12/20
R25972	GIN	7/13/20
R25973	GIN	7/14/20
R25974	GIN	7/15/20
R25975	GIN	7/16/20
R25976	GIN	7/17/20
R25977	GIN	7/18/20
R25978	GIN	7/19/20
R25979	GIN	7/20/20
R25980	GIN	7/21/20
R25981	GIN	7/22/20
R25982	GIN	7/23/20
R25983	GIN	7/24/20
R25984	GIN	7/25/20
R25985	GIN	7/26/20
R25986	GIN	7/27/20
R25987	GIN	7/28/20
R25988	GIN	7/29/20
R25989	GIN	7/30/20
R25990	GIN	7/31/20
R25991	GIN	8/1/20
R25992	GIN	8/2/20
R25993	GIN	8/3/20
R25994	GIN	8/4/20
R25995	GIN	8/5/20
R25996	GIN	8/6/20
R25997	GIN	8/7/20
R25998	GIN	8/8/20
R25999	GIN	8/9/20
R26000	GIN	8/10/20
R26001	GIN	8/11/20
R26002	GIN	8/12/20
R26003	GIN	8/13/20
R26004	GIN	8/14/20
R26005	GIN	8/15/20
R26006	GIN	8/16/20
R26007	GIN	8/17/20
R26008	GIN	8/18/20
R26009	GIN	8/19/20
R26010	GIN	8/20/20
R26011	GIN	8/21/20
R26012	GIN	8/22/20
R26013	GIN	8/23/20
R26014	GIN	8/24/20
R26015	GIN	8/25/20
R26016	GIN	8/26/20
R26017	GIN	8/27/20
R26018	GIN	8/28/20
R26019	GIN	8/29/20
R26020	GIN	8/30/20
R26021	GIN	8/31/20
R26022	GIN	9/1/20
R26023	GIN	9/2/20
R26024	GIN	9/3/20
R26025	GIN	9/4/20
R26026	GIN	9/5/20
R26027	GIN	9/6/20
R26028	GIN	9/7/20
R26029	GIN	9/8/20
R26030	GIN	9/9/20
R26031	GIN	9/10/20
R26032	GIN	9/11/20
R26033	GIN	9/12/20
R26034	GIN	9/13/20
R26035	GIN	9/14/20
R26036	GIN	9/15/20
R26037	GIN	9/16/20
R26038	GIN	9/17/20
R26039	GIN	9/18/20
R26040	GIN	9/19/20
R26041	GIN	9/20/20
R26042	GIN	9/21/20
R26043	GIN	9/22/20
R26044	GIN	9/23/20
R26045	GIN	9/24/20
R26046	GIN	9/25/20
R26047	GIN	9/26/20
R26048	GIN	9/27/20
R26049	GIN	9/28/20
R26050	GIN	9/29/20
R26051	GIN	9/30/20
R26052	GIN	10/1/20
R26053	GIN	10/2/20
R26054	GIN	10/3/20
R26055	GIN	10/4/20
R26056	GIN	10/5/20
R26057	GIN	10/6/20
R26058	GIN	10/7/20
R26059	GIN	10/8/20
R26060	GIN	10/9/20
R26061	GIN	10/10/20
R26062	GIN	10/11/20
R26063	GIN	10/12/20
R26064	GIN	10/13/20
R26065	GIN	10/14/20
R26066	GIN	10/15/20
R26067	GIN	10/16/20
R26068	GIN	10/17/20
R26069	GIN	10/18/20
R26070	GIN	10/19/20
R26071	GIN	10/20/20
R26072	GIN	10/21/20
R26073	GIN	10/22/20
R26074	GIN	10/23/20
R26075	GIN	10/24/20
R26076	GIN	10/25/20
R26077	GIN	10/26/20
R26078	GIN	10/27/20
R26079	GIN	10/28/20
R26080	GIN	10/29/20
R26081	GIN	10/30/20
R26082	GIN	10/31/20
R26083	GIN	11/1/20
R26084	GIN	11/2/20
R26085	GIN	11/3/20
R26086	GIN	11/4/20
R26087	GIN	11/5/20
R26088	GIN	11/6/20
R26089	GIN	11/7/20
R26090	GIN	11/8/20
R26091	GIN	11/9/20
R26092	GIN	11/10/20
R26093	GIN	11/11/20
R26094	GIN	11/12/20
R26095	GIN	11/13/20
R26096	GIN	11/14/20
R26097	GIN	11/15/20
R26098	GIN	11/16/20
R26099	GIN	11/17/20
R26100	GIN	11/18/20
R26101	GIN	11/19/20
R26102	GIN	11/20/20
R26103	GIN	11/21/20
R26104	GIN	11/22/20
R26105	GIN	11/23/20
R26106	GIN	11/24/20
R26107	GIN	11/25/20
R26108	GIN	11/26/20
R26109	GIN	11/27/20
R26110	GIN	11/28/20
R26111	GIN	11/29/20
R26112	GIN	11/30/20
R26113	GIN	12/1/20
R26114	GIN	12/2/20
R26115	GIN	12/3/20
R26116	GIN	12/4/20
R26117	GIN	12/5/20
R26118	GIN	12/6/20
R26119	GIN	12/7/20
R26120	GIN	12/8/20
R26121	GIN	12/9/20
R26122	GIN	12/10/20
R26123	GIN	12/11/20
R26124	GIN	12/12/20
R26125	GIN	12/13/20
R26126	GIN	12/14/20
R26127	GIN	12/15/20
R26128	GIN	12/16/20
R26129	GIN	12/17/20
R26130	GIN	12/18/20
R26131	GIN	12/19/20
R26132	GIN	12/20/20
R26133	GIN	12/21/20
R26134	GIN	12/22/20
R26135	GIN	12/23/20
R26136	GIN	12/24/20
R26137	GIN	12/25/20
R26138	GIN	12/26/20
R26139	GIN	12/27/20
R26140	GIN	12/28/20
R26141	GIN	12/29/20
R26142	GIN	12/30/20
R26143	GIN	12/31/20
R26144	GIN	1/1/21
R26145	GIN	1/2/21
R26146	GIN	1/3/21
R26147	GIN	1/4/21
R26148	GIN	1/5/21
R26149	GIN	1/6/21
R26150	GIN	1/7/21
R26151	GIN	1/8/21
R26152	GIN	1/9/21
R26153	GIN	1/10/21
R26154	GIN	1/11/21
R26155	GIN	1/12/21
R26156	GIN	1/13/21
R26157	GIN	1/14/21
R26158	GIN	1/15/21
R26159	GIN	1/16/21
R26160	GIN	1/17/21
R26161	GIN	1/18/21
R26162	GIN	1/19/21
R26163	GIN	1/20/21
R26164	GIN	1/21/21
R26165	GIN	1/22/21
R26166	GIN	1/23/21
R26167	GIN	1/24/21
R26168	GIN	1/25/21
R26169	GIN	1/26/21
R26170	GIN	1/27/21
R26171	GIN	1/28/21
R26172	GIN	1/29/21
R26173	GIN	1/30/21
R26174	GIN	1/31/21
R26175	GIN	2/1/21
R26176	GIN	2/2/21
R26177	GIN	2/3/21
R26178	GIN	2/4/21
R26179	GIN	2/5/21
R26180	GIN	2/6/21
R26181	GIN	2/7/21
R26182	GIN	2/8/21
R26183	GIN	2/9/21
R26184	GIN	2/10/21
R26185	GIN	2/11/21
R26186	GIN	2/12/21
R26187	GIN	2/13/21
R26188	GIN	2/14/21
R26189	GIN	2/15/21
R26190	GIN	2/16/21
R26191	GIN	2/17/21
R26192	GIN	2/18/21
R26193	GIN	2/19/21
R26194	GIN	2/20/21
R26195	GIN	2/21/21
R26196	GIN	2/22/21
R26197	GIN	2/23/21
R26198	GIN	2/24/21
R26199	GIN	2/25/21
R26200	GIN	2/26/21
R26201	GIN	2/27/21
R26202	GIN	2/28/21
R26203	GIN	3/1/21
R26204	GIN	3/2/21
R26205	GIN	3/3/21
R26206	GIN	3/4/21
R26207	GIN	3/5/21
R26208	GIN	3/6/21
R26209	GNB	3/25/20
R26210	GNB	3/26/20
R26211	GNB	3/27/20
R26212	GNB	3/28/20
R26213	GNB	3/29/20
R26214	GNB	3/30/20
R26215	GNB	3/31/20
R26216	GNB	4/1/20
R26217	GNB	4/2/20
R26218	GNB	4/3/20
R26219	GNB	4/4/20
R26220	GNB	4/5/20
R26221	GNB	4/6/20
R26222	GNB	4/7/20
R26223	GNB	4/8/20
R26224	GNB	4/9/20
R26225	GNB	4/10/20
R26226	GNB	4/11/20
R26227	GNB	4/12/20
R26228	GNB	4/13/20
R26229	GNB	4/14/20
R26230	GNB	4/15/20
R26231	GNB	4/16/20
R26232	GNB	4/17/20
R26233	GNB	4/18/20
R26234	GNB	4/19/20
R26235	GNB	4/20/20
R26236	GNB	4/21/20
R26237	GNB	4/22/20
R26238	GNB	4/23/20
R26239	GNB	4/24/20
R26240	GNB	4/25/20
R26241	GNB	4/26/20
R26242	GNB	4/27/20
R26243	GNB	4/28/20
R26244	GNB	4/29/20
R26245	GNB	4/30/20
R26246	GNB	5/1/20
R26247	GNB	5/2/20
R26248	GNB	5/3/20
R26249	GNB	5/4/20
R26250	GNB	5/5/20
R26251	GNB	5/6/20
R26252	GNB	5/7/20
R26253	GNB	5/8/20
R26254	GNB	5/9/20
R26255	GNB	5/10/20
R26256	GNB	5/11/20
R26257	GNB	5/12/20
R26258	GNB	5/13/20
R26259	GNB	5/14/20
R26260	GNB	5/15/20
R26261	GNB	5/16/20
R26262	GNB	5/17/20
R26263	GNB	5/18/20
R26264	GNB	5/19/20
R26265	GNB	5/20/20
R26266	GNB	5/21/20
R26267	GNB	5/22/20
R26268	GNB	5/23/20
R26269	GNB	5/24/20
R26270	GNB	5/25/20
R26271	GNB	5/26/20
R26272	GNB	5/27/20
R26273	GNB	5/28/20
R26274	GNB	5/29/20
R26275	GNB	5/30/20
R26276	GNB	5/31/20
R26277	GNB	6/1/20
R26278	GNB	6/2/20
R26279	GNB	6/3/20
R26280	GNB	6/4/20
R26281	GNB	6/5/20
R26282	GNB	6/6/20
R26283	GNB	6/7/20
R26284	GNB	6/8/20
R26285	GNB	6/9/20
R26286	GNB	6/10/20
R26287	GNB	6/11/20
R26288	GNB	6/12/20
R26289	GNB	6/13/20
R26290	GNB	6/14/20
R26291	GNB	6/15/20
R26292	GNB	6/16/20
R26293	GNB	6/17/20
R26294	GNB	6/18/20
R26295	GNB	6/19/20
R26296	GNB	6/20/20
R26297	GNB	6/21/20
R26298	GNB	6/22/20
R26299	GNB	6/23/20
R26300	GNB	6/24/20
R26301	GNB	6/25/20
R26302	GNB	6/26/20
R26303	GNB	6/27/20
R26304	GNB	6/28/20
R26305	GNB	6/29/20
R26306	GNB	6/30/20
R26307	GNB	7/1/20
R26308	GNB	7/2/20
R26309	GNB	7/3/20
R26310	GNB	7/4/20
R26311	GNB	7/5/20
R26312	GNB	7/6/20
R26313	GNB	7/7/20
R26314	GNB	7/8/20
R26315	GNB	7/9/20
R26316	GNB	7/10/20
R26317	GNB	7/11/20
R26318	GNB	7/12/20
R26319	GNB	7/13/20
R26320	GNB	7/14/20
R26321	GNB	7/15/20
R26322	GNB	7/16/20
R26323	GNB	7/17/20
R26324	GNB	7/18/20
R26325	GNB	7/19/20
R26326	GNB	7/20/20
R26327	GNB	7/21/20
R26328	GNB	7/22/20
R26329	GNB	7/23/20
R26330	GNB	7/24/20
R26331	GNB	7/25/20
R26332	GNB	7/26/20
R26333	GNB	7/27/20
R26334	GNB	7/28/20
R26335	GNB	7/29/20
R26336	GNB	7/30/20
R26337	GNB	7/31/20
R26338	GNB	8/1/20
R26339	GNB	8/2/20
R26340	GNB	8/3/20
R26341	GNB	8/4/20
R26342	GNB	8/5/20
R26343	GNB	8/6/20
R26344	GNB	8/7/20
R26345	GNB	8/8/20
R26346	GNB	8/9/20
R26347	GNB	8/10/20
R26348	GNB	8/11/20
R26349	GNB	8/12/20
R26350	GNB	8/13/20
R26351	GNB	8/14/20
R26352	GNB	8/15/20
R26353	GNB	8/16/20
R26354	GNB	8/17/20
R26355	GNB	8/18/20
R26356	GNB	8/19/20
R26357	GNB	8/20/20
R26358	GNB	8/21/20
R26359	GNB	8/22/20
R26360	GNB	8/23/20
R26361	GNB	8/24/20
R26362	GNB	8/25/20
R26363	GNB	8/26/20
R26364	GNB	8/27/20
R26365	GNB	8/28/20
R26366	GNB	8/29/20
R26367	GNB	8/30/20
R26368	GNB	8/31/20
R26369	GNB	9/1/20
R26370	GNB	9/2/20
R26371	GNB	9/3/20
R26372	GNB	9/4/20
R26373	GNB	9/5/20
R26374	GNB	9/6/20
R26375	GNB	9/7/20
R26376	GNB	9/8/20
R26377	GNB	9/9/20
R26378	GNB	9/10/20
R26379	GNB	9/11/20
R26380	GNB	9/12/20
R26381	GNB	9/13/20
R26382	GNB	9/14/20
R26383	GNB	9/15/20
R26384	GNB	9/16/20
R26385	GNB	9/17/20
R26386	GNB	9/18/20
R26387	GNB	9/19/20
R26388	GNB	9/20/20
R26389	GNB	9/21/20
R26390	GNB	9/22/20
R26391	GNB	9/23/20
R26392	GNB	9/24/20
R26393	GNB	9/25/20
R26394	GNB	9/26/20
R26395	GNB	9/27/20
R26396	GNB	9/28/20
R26397	GNB	9/29/20
R26398	GNB	9/30/20
R26399	GNB	10/1/20
R26400	GNB	10/2/20
R26401	GNB	10/3/20
R26402	GNB	10/4/20
R26403	GNB	10/5/20
R26404	GNB	10/6/20
R26405	GNB	10/7/20
R26406	GNB	10/8/20
R26407	GNB	10/9/20
R26408	GNB	10/10/20
R26409	GNB	10/11/20
R26410	GNB	10/12/20
R26411	GNB	10/13/20
R26412	GNB	10/14/20
R26413	GNB	10/15/20
R26414	GNB	10/16/20
R26415	GNB	10/17/20
R26416	GNB	10/18/20
R26417	GNB	10/19/20
R26418	GNB	10/20/20
R26419	GNB	10/21/20
R26420	GNB	10/22/20
R26421	GNB	10/23/20
R26422	GNB	10/24/20
R26423	GNB	10/25/20
R26424	GNB	10/26/20
R26425	GNB	10/27/20
R26426	GNB	10/28/20
R26427	GNB	10/29/20
R26428	GNB	10/30/20
R26429	GNB	10/31/20
R26430	GNB	11/1/20
R26431	GNB	11/2/20
R26432	GNB	11/3/20
R26433	GNB	11/4/20
R26434	GNB	11/5/20
R26435	GNB	11/6/20
R26436	GNB	11/7/20
R26437	GNB	11/8/20
R26438	GNB	11/9/20
R26439	GNB	11/10/20
R26440	GNB	11/11/20
R26441	GNB	11/12/20
R26442	GNB	11/13/20
R26443	GNB	11/14/20
R26444	GNB	11/15/20
R26445	GNB	11/16/20
R26446	GNB	11/17/20
R26447	GNB	11/18/20
R26448	GNB	11/19/20
R26449	GNB	11/20/20
R26450	GNB	11/21/20
R26451	GNB	11/22/20
R26452	GNB	11/23/20
R26453	GNB	11/24/20
R26454	GNB	11/25/20
R26455	GNB	11/26/20
R26456	GNB	11/27/20
R26457	GNB	11/28/20
R26458	GNB	11/29/20
R26459	GNB	11/30/20
R26460	GNB	12/1/20
R26461	GNB	12/2/20
R26462	GNB	12/3/20
R26463	GNB	12/4/20
R26464	GNB	12/5/20
R26465	GNB	12/6/20
R26466	GNB	12/7/20
R26467	GNB	12/8/20
R26468	GNB	12/9/20
R26469	GNB	12/10/20
R26470	GNB	12/11/20
R26471	GNB	12/12/20
R26472	GNB	12/13/20
R26473	GNB	12/14/20
R26474	GNB	12/15/20
R26475	GNB	12/16/20
R26476	GNB	12/17/20
R26477	GNB	12/18/20
R26478	GNB	12/19/20
R26479	GNB	12/20/20
R26480	GNB	12/21/20
R26481	GNB	12/22/20
R26482	GNB	12/23/20
R26483	GNB	12/24/20
R26484	GNB	12/25/20
R26485	GNB	12/26/20
R26486	GNB	12/27/20
R26487	GNB	12/28/20
R26488	GNB	12/29/20
R26489	GNB	12/30/20
R26490	GNB	12/31/20
R26491	GNB	1/1/21
R26492	GNB	1/2/21
R26493	GNB	1/3/21
R26494	GNB	1/4/21
R26495	GNB	1/5/21
R26496	GNB	1/6/21
R26497	GNB	1/7/21
R26498	GNB	1/8/21
R26499	GNB	1/9/21
R26500	GNB	1/10/21
R26501	GNB	1/11/21
R26502	GNB	1/12/21
R26503	GNB	1/13/21
R26504	GNB	1/14/21
R26505	GNB	1/15/21
R26506	GNB	1/16/21
R26507	GNB	1/17/21
R26508	GNB	1/18/21
R26509	GNB	1/19/21
R26510	GNB	1/20/21
R26511	GNB	1/21/21
R26512	GNB	1/22/21
R26513	GNB	1/23/21
R26514	GNB	1/24/21
R26515	GNB	1/25/21
R26516	GNB	1/26/21
R26517	GNB	1/27/21
R26518	GNB	1/28/21
R26519	GNB	1/29/21
R26520	GNB	1/30/21
R26521	GNB	1/31/21
R26522	GNB	2/1/21
R26523	GNB	2/2/21
R26524	GNB	2/3/21
R26525	GNB	2/4/21
R26526	GNB	2/5/21
R26527	GNB	2/6/21
R26528	GNB	2/7/21
R26529	GNB	2/8/21
R26530	GNB	2/9/21
R26531	GNB	2/10/21
R26532	GNB	2/11/21
R26533	GNB	2/12/21
R26534	GNB	2/13/21
R26535	GNB	2/14/21
R26536	GNB	2/15/21
R26537	GNB	2/16/21
R26538	GNB	2/17/21
R26539	GNB	2/18/21
R26540	GNB	2/19/21
R26541	GNB	2/20/21
R26542	GNB	2/21/21
R26543	GNB	2/22/21
R26544	GNB	2/23/21
R26545	GNB	2/24/21
R26546	GNB	2/25/21
R26547	GNB	2/26/21
R26548	GNB	2/27/21
R26549	GNB	2/28/21
R26550	GNB	3/1/21
R26551	GNB	3/2/21
R26552	GNB	3/3/21
R26553	GNB	3/4/21
R26554	GNB	3/5/21
R26555	GNB	3/6/21
R26556	GUY	3/12/20
R26557	GUY	3/13/20
R26558	GUY	3/14/20
R26559	GUY	3/15/20
R26560	GUY	3/16/20
R26561	GUY	3/17/20
R26562	GUY	3/18/20
R26563	GUY	3/19/20
R26564	GUY	3/20/20
R26565	GUY	3/21/20
R26566	GUY	3/22/20
R26567	GUY	3/23/20
R26568	GUY	3/24/20
R26569	GUY	3/25/20
R26570	GUY	3/26/20
R26571	GUY	3/27/20
R26572	GUY	3/28/20
R26573	GUY	3/29/20
R26574	GUY	3/30/20
R26575	GUY	3/31/20
R26576	GUY	4/1/20
R26577	GUY	4/2/20
R26578	GUY	4/3/20
R26579	GUY	4/4/20
R26580	GUY	4/5/20
R26581	GUY	4/6/20
R26582	GUY	4/7/20
R26583	GUY	4/8/20
R26584	GUY	4/9/20
R26585	GUY	4/10/20
R26586	GUY	4/11/20
R26587	GUY	4/12/20
R26588	GUY	4/13/20
R26589	GUY	4/14/20
R26590	GUY	4/15/20
R26591	GUY	4/16/20
R26592	GUY	4/17/20
R26593	GUY	4/18/20
R26594	GUY	4/19/20
R26595	GUY	4/20/20
R26596	GUY	4/21/20
R26597	GUY	4/22/20
R26598	GUY	4/23/20
R26599	GUY	4/24/20
R26600	GUY	4/25/20
R26601	GUY	4/26/20
R26602	GUY	4/27/20
R26603	GUY	4/28/20
R26604	GUY	4/29/20
R26605	GUY	4/30/20
R26606	GUY	5/1/20
R26607	GUY	5/2/20
R26608	GUY	5/3/20
R26609	GUY	5/4/20
R26610	GUY	5/5/20
R26611	GUY	5/6/20
R26612	GUY	5/7/20
R26613	GUY	5/8/20
R26614	GUY	5/9/20
R26615	GUY	5/10/20
R26616	GUY	5/11/20
R26617	GUY	5/12/20
R26618	GUY	5/13/20
R26619	GUY	5/14/20
R26620	GUY	5/15/20
R26621	GUY	5/16/20
R26622	GUY	5/17/20
R26623	GUY	5/18/20
R26624	GUY	5/19/20
R26625	GUY	5/20/20
R26626	GUY	5/21/20
R26627	GUY	5/22/20
R26628	GUY	5/23/20
R26629	GUY	5/24/20
R26630	GUY	5/25/20
R26631	GUY	5/26/20
R26632	GUY	5/27/20
R26633	GUY	5/28/20
R26634	GUY	5/29/20
R26635	GUY	5/30/20
R26636	GUY	5/31/20
R26637	GUY	6/1/20
R26638	GUY	6/2/20
R26639	GUY	6/3/20
R26640	GUY	6/4/20
R26641	GUY	6/5/20
R26642	GUY	6/6/20
R26643	GUY	6/7/20
R26644	GUY	6/8/20
R26645	GUY	6/9/20
R26646	GUY	6/10/20
R26647	GUY	6/11/20
R26648	GUY	6/12/20
R26649	GUY	6/13/20
R26650	GUY	6/14/20
R26651	GUY	6/15/20
R26652	GUY	6/16/20
R26653	GUY	6/17/20
R26654	GUY	6/18/20
R26655	GUY	6/19/20
R26656	GUY	6/20/20
R26657	GUY	6/21/20
R26658	GUY	6/22/20
R26659	GUY	6/23/20
R26660	GUY	6/24/20
R26661	GUY	6/25/20
R26662	GUY	6/26/20
R26663	GUY	6/27/20
R26664	GUY	6/28/20
R26665	GUY	6/29/20
R26666	GUY	6/30/20
R26667	GUY	7/1/20
R26668	GUY	7/2/20
R26669	GUY	7/3/20
R26670	GUY	7/4/20
R26671	GUY	7/5/20
R26672	GUY	7/6/20
R26673	GUY	7/7/20
R26674	GUY	7/8/20
R26675	GUY	7/9/20
R26676	GUY	7/10/20
R26677	GUY	7/11/20
R26678	GUY	7/12/20
R26679	GUY	7/13/20
R26680	GUY	7/14/20
R26681	GUY	7/15/20
R26682	GUY	7/16/20
R26683	GUY	7/17/20
R26684	GUY	7/18/20
R26685	GUY	7/19/20
R26686	GUY	7/20/20
R26687	GUY	7/21/20
R26688	GUY	7/22/20
R26689	GUY	7/23/20
R26690	GUY	7/24/20
R26691	GUY	7/25/20
R26692	GUY	7/26/20
R26693	GUY	7/27/20
R26694	GUY	7/28/20
R26695	GUY	7/29/20
R26696	GUY	7/30/20
R26697	GUY	7/31/20
R26698	GUY	8/1/20
R26699	GUY	8/2/20
R26700	GUY	8/3/20
R26701	GUY	8/4/20
R26702	GUY	8/5/20
R26703	GUY	8/6/20
R26704	GUY	8/7/20
R26705	GUY	8/8/20
R26706	GUY	8/9/20
R26707	GUY	8/10/20
R26708	GUY	8/11/20
R26709	GUY	8/12/20
R26710	GUY	8/13/20
R26711	GUY	8/14/20
R26712	GUY	8/15/20
R26713	GUY	8/16/20
R26714	GUY	8/17/20
R26715	GUY	8/18/20
R26716	GUY	8/19/20
R26717	GUY	8/20/20
R26718	GUY	8/21/20
R26719	GUY	8/22/20
R26720	GUY	8/23/20
R26721	GUY	8/24/20
R26722	GUY	8/25/20
R26723	GUY	8/26/20
R26724	GUY	8/27/20
R26725	GUY	8/28/20
R26726	GUY	8/29/20
R26727	GUY	8/30/20
R26728	GUY	8/31/20
R26729	GUY	9/1/20
R26730	GUY	9/2/20
R26731	GUY	9/3/20
R26732	GUY	9/4/20
R26733	GUY	9/5/20
R26734	GUY	9/6/20
R26735	GUY	9/7/20
R26736	GUY	9/8/20
R26737	GUY	9/9/20
R26738	GUY	9/10/20
R26739	GUY	9/11/20
R26740	GUY	9/12/20
R26741	GUY	9/13/20
R26742	GUY	9/14/20
R26743	GUY	9/15/20
R26744	GUY	9/16/20
R26745	GUY	9/17/20
R26746	GUY	9/18/20
R26747	GUY	9/19/20
R26748	GUY	9/20/20
R26749	GUY	9/21/20
R26750	GUY	9/22/20
R26751	GUY	9/23/20
R26752	GUY	9/24/20
R26753	GUY	9/25/20
R26754	GUY	9/26/20
R26755	GUY	9/27/20
R26756	GUY	9/28/20
R26757	GUY	9/29/20
R26758	GUY	9/30/20
R26759	GUY	10/1/20
R26760	GUY	10/2/20
R26761	GUY	10/3/20
R26762	GUY	10/4/20
R26763	GUY	10/5/20
R26764	GUY	10/6/20
R26765	GUY	10/7/20
R26766	GUY	10/8/20
R26767	GUY	10/9/20
R26768	GUY	10/10/20
R26769	GUY	10/11/20
R26770	GUY	10/12/20
R26771	GUY	10/13/20
R26772	GUY	10/14/20
R26773	GUY	10/15/20
R26774	GUY	10/16/20
R26775	GUY	10/17/20
R26776	GUY	10/18/20
R26777	GUY	10/19/20
R26778	GUY	10/20/20
R26779	GUY	10/21/20
R26780	GUY	10/22/20
R26781	GUY	10/23/20
R26782	GUY	10/24/20
R26783	GUY	10/25/20
R26784	GUY	10/26/20
R26785	GUY	10/27/20
R26786	GUY	10/28/20
R26787	GUY	10/29/20
R26788	GUY	10/30/20
R26789	GUY	10/31/20
R26790	GUY	11/1/20
R26791	GUY	11/2/20
R26792	GUY	11/3/20
R26793	GUY	11/4/20
R26794	GUY	11/5/20
R26795	GUY	11/6/20
R26796	GUY	11/7/20
R26797	GUY	11/8/20
R26798	GUY	11/9/20
R26799	GUY	11/10/20
R26800	GUY	11/11/20
R26801	GUY	11/12/20
R26802	GUY	11/13/20
R26803	GUY	11/14/20
R26804	GUY	11/15/20
R26805	GUY	11/16/20
R26806	GUY	11/17/20
R26807	GUY	11/18/20
